COD_IBGE,MUNICIPIO,FAIXA_IDADE,POPULACAO,NM_MESORREGIÃO
3500105,Adamantina,de 15 a 19 anos,1837,Presidente Prudente
3500105,Adamantina,de 20 a 24 anos,2116,Presidente Prudente
3500204,Adolfo,de 15 a 19 anos,212,São José do Rio Preto
3500204,Adolfo,de 20 a 24 anos,233,São José do Rio Preto
3500303,Aguaí,de 15 a 19 anos,2377,Campinas
3500303,Aguaí,de 20 a 24 anos,2758,Campinas
3500402,Águas da Prata,de 15 a 19 anos,451,Campinas
3500402,Águas da Prata,de 20 a 24 anos,522,Campinas
3500501,Águas de Lindóia,de 15 a 19 anos,1077,Campinas
3500501,Águas de Lindóia,de 20 a 24 anos,1299,Campinas
3500550,Águas de Santa Bárbara,de 15 a 19 anos,380,Bauru
3500550,Águas de Santa Bárbara,de 20 a 24 anos,491,Bauru
3500600,Águas de São Pedro,de 15 a 19 anos,157,Piracicaba
3500600,Águas de São Pedro,de 20 a 24 anos,220,Piracicaba
3500709,Agudos,de 15 a 19 anos,2378,Bauru
3500709,Agudos,de 20 a 24 anos,2797,Bauru
3500758,Alambari,de 15 a 19 anos,439,Itapetininga
3500758,Alambari,de 20 a 24 anos,542,Itapetininga
3500808,Alfredo Marcondes,de 15 a 19 anos,226,Presidente Prudente
3500808,Alfredo Marcondes,de 20 a 24 anos,260,Presidente Prudente
3500907,Altair,de 15 a 19 anos,277,São José do Rio Preto
3500907,Altair,de 20 a 24 anos,307,São José do Rio Preto
3501004,Altinópolis,de 15 a 19 anos,969,Ribeirão Preto
3501004,Altinópolis,de 20 a 24 anos,1175,Ribeirão Preto
3501103,Alto Alegre,de 15 a 19 anos,216,Araçatuba
3501103,Alto Alegre,de 20 a 24 anos,254,Araçatuba
3501152,Alumínio,de 15 a 19 anos,1358,Macro Metropolitana Paulista
3501152,Alumínio,de 20 a 24 anos,1464,Macro Metropolitana Paulista
3501202,Álvares Florence,de 15 a 19 anos,177,São José do Rio Preto
3501202,Álvares Florence,de 20 a 24 anos,231,São José do Rio Preto
3501301,Álvares Machado,de 15 a 19 anos,1614,Presidente Prudente
3501301,Álvares Machado,de 20 a 24 anos,1828,Presidente Prudente
3501400,Álvaro de Carvalho,de 15 a 19 anos,266,Marília
3501400,Álvaro de Carvalho,de 20 a 24 anos,570,Marília
3501509,Alvinlândia,de 15 a 19 anos,212,Marília
3501509,Alvinlândia,de 20 a 24 anos,270,Marília
3501608,Americana,de 15 a 19 anos,13098,Campinas
3501608,Americana,de 20 a 24 anos,15793,Campinas
3501707,Américo Brasiliense,de 15 a 19 anos,2703,Araraquara
3501707,Américo Brasiliense,de 20 a 24 anos,3250,Araraquara
3501806,Américo de Campos,de 15 a 19 anos,336,São José do Rio Preto
3501806,Américo de Campos,de 20 a 24 anos,422,São José do Rio Preto
3501905,Amparo,de 15 a 19 anos,4003,Campinas
3501905,Amparo,de 20 a 24 anos,4737,Campinas
3502002,Analândia,de 15 a 19 anos,332,Araraquara
3502002,Analândia,de 20 a 24 anos,377,Araraquara
3502101,Andradina,de 15 a 19 anos,3228,Araçatuba
3502101,Andradina,de 20 a 24 anos,3912,Araçatuba
3502200,Angatuba,de 15 a 19 anos,1717,Itapetininga
3502200,Angatuba,de 20 a 24 anos,1979,Itapetininga
3502309,Anhembi,de 15 a 19 anos,513,Bauru
3502309,Anhembi,de 20 a 24 anos,609,Bauru
3502408,Anhumas,de 15 a 19 anos,266,Presidente Prudente
3502408,Anhumas,de 20 a 24 anos,324,Presidente Prudente
3502507,Aparecida,de 15 a 19 anos,2222,Vale do Paraíba Paulista
3502507,Aparecida,de 20 a 24 anos,2465,Vale do Paraíba Paulista
3502606,Aparecida d'Oeste,de 15 a 19 anos,238,São José do Rio Preto
3502606,Aparecida d'Oeste,de 20 a 24 anos,296,São José do Rio Preto
3502705,Apiaí,de 15 a 19 anos,1891,Itapetininga
3502705,Apiaí,de 20 a 24 anos,2322,Itapetininga
3502754,Araçariguama,de 15 a 19 anos,1626,Macro Metropolitana Paulista
3502754,Araçariguama,de 20 a 24 anos,1847,Macro Metropolitana Paulista
3502804,Araçatuba,de 15 a 19 anos,10691,Araçatuba
3502804,Araçatuba,de 20 a 24 anos,12884,Araçatuba
3502903,Araçoiaba da Serra,de 15 a 19 anos,2142,Macro Metropolitana Paulista
3502903,Araçoiaba da Serra,de 20 a 24 anos,2751,Macro Metropolitana Paulista
3503000,Aramina,de 15 a 19 anos,319,Ribeirão Preto
3503000,Aramina,de 20 a 24 anos,391,Ribeirão Preto
3503109,Arandu,de 15 a 19 anos,412,Bauru
3503109,Arandu,de 20 a 24 anos,516,Bauru
3503158,Arapeí,de 15 a 19 anos,172,Vale do Paraíba Paulista
3503158,Arapeí,de 20 a 24 anos,200,Vale do Paraíba Paulista
3503208,Araraquara,de 15 a 19 anos,12668,Araraquara
3503208,Araraquara,de 20 a 24 anos,15776,Araraquara
3503307,Araras,de 15 a 19 anos,7661,Piracicaba
3503307,Araras,de 20 a 24 anos,9473,Piracicaba
3503356,Arco-Íris,de 15 a 19 anos,101,Marília
3503356,Arco-Íris,de 20 a 24 anos,118,Marília
3503406,Arealva,de 15 a 19 anos,505,Bauru
3503406,Arealva,de 20 a 24 anos,603,Bauru
3503505,Areias,de 15 a 19 anos,297,Vale do Paraíba Paulista
3503505,Areias,de 20 a 24 anos,345,Vale do Paraíba Paulista
3503604,Areiópolis,de 15 a 19 anos,828,Bauru
3503604,Areiópolis,de 20 a 24 anos,892,Bauru
3503703,Ariranha,de 15 a 19 anos,589,São José do Rio Preto
3503703,Ariranha,de 20 a 24 anos,692,São José do Rio Preto
3503802,Artur Nogueira,de 15 a 19 anos,3617,Campinas
3503802,Artur Nogueira,de 20 a 24 anos,4328,Campinas
3503901,Arujá,de 15 a 19 anos,6456,Metropolitana de São Paulo
3503901,Arujá,de 20 a 24 anos,7790,Metropolitana de São Paulo
3503950,Aspásia,de 15 a 19 anos,101,São José do Rio Preto
3503950,Aspásia,de 20 a 24 anos,116,São José do Rio Preto
3504008,Assis,de 15 a 19 anos,5964,Assis
3504008,Assis,de 20 a 24 anos,7314,Assis
3504107,Atibaia,de 15 a 19 anos,9074,Macro Metropolitana Paulista
3504107,Atibaia,de 20 a 24 anos,10709,Macro Metropolitana Paulista
3504206,Auriflama,de 15 a 19 anos,832,São José do Rio Preto
3504206,Auriflama,de 20 a 24 anos,941,São José do Rio Preto
3504305,Avaí,de 15 a 19 anos,361,Bauru
3504305,Avaí,de 20 a 24 anos,444,Bauru
3504404,Avanhandava,de 15 a 19 anos,792,Araçatuba
3504404,Avanhandava,de 20 a 24 anos,1328,Araçatuba
3504503,Avaré,de 15 a 19 anos,5765,Bauru
3504503,Avaré,de 20 a 24 anos,6792,Bauru
3504602,Bady Bassitt,de 15 a 19 anos,1004,São José do Rio Preto
3504602,Bady Bassitt,de 20 a 24 anos,1277,São José do Rio Preto
3504701,Balbinos,de 15 a 19 anos,115,Bauru
3504701,Balbinos,de 20 a 24 anos,590,Bauru
3504800,Bálsamo,de 15 a 19 anos,444,São José do Rio Preto
3504800,Bálsamo,de 20 a 24 anos,563,São José do Rio Preto
3504909,Bananal,de 15 a 19 anos,708,Vale do Paraíba Paulista
3504909,Bananal,de 20 a 24 anos,846,Vale do Paraíba Paulista
3505005,Barão de Antonina,de 15 a 19 anos,254,Itapetininga
3505005,Barão de Antonina,de 20 a 24 anos,297,Itapetininga
3505104,Barbosa,de 15 a 19 anos,507,Araçatuba
3505104,Barbosa,de 20 a 24 anos,644,Araçatuba
3505203,Bariri,de 15 a 19 anos,2218,Bauru
3505203,Bariri,de 20 a 24 anos,2676,Bauru
3505302,Barra Bonita,de 15 a 19 anos,1921,Bauru
3505302,Barra Bonita,de 20 a 24 anos,2259,Bauru
3505351,Barra do Chapéu,de 15 a 19 anos,429,Itapetininga
3505351,Barra do Chapéu,de 20 a 24 anos,538,Itapetininga
3505401,Barra do Turvo,de 15 a 19 anos,641,Litoral Sul Paulista
3505401,Barra do Turvo,de 20 a 24 anos,759,Litoral Sul Paulista
3505500,Barretos,de 15 a 19 anos,7145,Ribeirão Preto
3505500,Barretos,de 20 a 24 anos,8246,Ribeirão Preto
3505609,Barrinha,de 15 a 19 anos,2378,Ribeirão Preto
3505609,Barrinha,de 20 a 24 anos,2630,Ribeirão Preto
3505708,Barueri,de 15 a 19 anos,17854,Metropolitana de São Paulo
3505708,Barueri,de 20 a 24 anos,20446,Metropolitana de São Paulo
3505807,Bastos,de 15 a 19 anos,1339,Marília
3505807,Bastos,de 20 a 24 anos,1476,Marília
3505906,Batatais,de 15 a 19 anos,3716,Ribeirão Preto
3505906,Batatais,de 20 a 24 anos,4389,Ribeirão Preto
3506003,Bauru,de 15 a 19 anos,22376,Bauru
3506003,Bauru,de 20 a 24 anos,26674,Bauru
3506102,Bebedouro,de 15 a 19 anos,4537,Ribeirão Preto
3506102,Bebedouro,de 20 a 24 anos,5282,Ribeirão Preto
3506201,Bento de Abreu,de 15 a 19 anos,189,Araçatuba
3506201,Bento de Abreu,de 20 a 24 anos,230,Araçatuba
3506300,Bernardino de Campos,de 15 a 19 anos,660,Assis
3506300,Bernardino de Campos,de 20 a 24 anos,782,Assis
3506359,Bertioga,de 15 a 19 anos,4939,Metropolitana de São Paulo
3506359,Bertioga,de 20 a 24 anos,5726,Metropolitana de São Paulo
3506409,Bilac,de 15 a 19 anos,417,Araçatuba
3506409,Bilac,de 20 a 24 anos,564,Araçatuba
3506508,Birigui,de 15 a 19 anos,7168,Araçatuba
3506508,Birigui,de 20 a 24 anos,8726,Araçatuba
3506607,Biritiba Mirim,de 15 a 19 anos,2415,Metropolitana de São Paulo
3506607,Biritiba Mirim,de 20 a 24 anos,2849,Metropolitana de São Paulo
3506706,Boa Esperança do Sul,de 15 a 19 anos,1028,Araraquara
3506706,Boa Esperança do Sul,de 20 a 24 anos,1218,Araraquara
3506805,Bocaina,de 15 a 19 anos,800,Bauru
3506805,Bocaina,de 20 a 24 anos,953,Bauru
3506904,Bofete,de 15 a 19 anos,810,Bauru
3506904,Bofete,de 20 a 24 anos,989,Bauru
3507001,Boituva,de 15 a 19 anos,3827,Itapetininga
3507001,Boituva,de 20 a 24 anos,4492,Itapetininga
3507100,Bom Jesus dos Perdões,de 15 a 19 anos,1772,Macro Metropolitana Paulista
3507100,Bom Jesus dos Perdões,de 20 a 24 anos,2106,Macro Metropolitana Paulista
3507159,Bom Sucesso de Itararé,de 15 a 19 anos,322,Itapetininga
3507159,Bom Sucesso de Itararé,de 20 a 24 anos,385,Itapetininga
3507209,Borá,de 15 a 19 anos,44,Assis
3507209,Borá,de 20 a 24 anos,58,Assis
3507308,Boracéia,de 15 a 19 anos,309,Bauru
3507308,Boracéia,de 20 a 24 anos,373,Bauru
3507407,Borborema,de 15 a 19 anos,969,Araraquara
3507407,Borborema,de 20 a 24 anos,1083,Araraquara
3507456,Borebi,de 15 a 19 anos,187,Bauru
3507456,Borebi,de 20 a 24 anos,222,Bauru
3507506,Botucatu,de 15 a 19 anos,8914,Bauru
3507506,Botucatu,de 20 a 24 anos,10516,Bauru
3507605,Bragança Paulista,de 15 a 19 anos,10015,Macro Metropolitana Paulista
3507605,Bragança Paulista,de 20 a 24 anos,12638,Macro Metropolitana Paulista
3507704,Braúna,de 15 a 19 anos,335,Araçatuba
3507704,Braúna,de 20 a 24 anos,414,Araçatuba
3507753,Brejo Alegre,de 15 a 19 anos,186,Araçatuba
3507753,Brejo Alegre,de 20 a 24 anos,229,Araçatuba
3507803,Brodowski,de 15 a 19 anos,1599,Ribeirão Preto
3507803,Brodowski,de 20 a 24 anos,1977,Ribeirão Preto
3507902,Brotas,de 15 a 19 anos,1563,Piracicaba
3507902,Brotas,de 20 a 24 anos,1877,Piracicaba
3508009,Buri,de 15 a 19 anos,1627,Itapetininga
3508009,Buri,de 20 a 24 anos,1757,Itapetininga
3508108,Buritama,de 15 a 19 anos,976,Araçatuba
3508108,Buritama,de 20 a 24 anos,1170,Araçatuba
3508207,Buritizal,de 15 a 19 anos,257,Ribeirão Preto
3508207,Buritizal,de 20 a 24 anos,289,Ribeirão Preto
3508306,Cabrália Paulista,de 15 a 19 anos,313,Bauru
3508306,Cabrália Paulista,de 20 a 24 anos,348,Bauru
3508405,Cabreúva,de 15 a 19 anos,3702,Macro Metropolitana Paulista
3508405,Cabreúva,de 20 a 24 anos,4296,Macro Metropolitana Paulista
3508504,Caçapava,de 15 a 19 anos,5868,Vale do Paraíba Paulista
3508504,Caçapava,de 20 a 24 anos,6730,Vale do Paraíba Paulista
3508603,Cachoeira Paulista,de 15 a 19 anos,2124,Vale do Paraíba Paulista
3508603,Cachoeira Paulista,de 20 a 24 anos,2409,Vale do Paraíba Paulista
3508702,Caconde,de 15 a 19 anos,1354,Campinas
3508702,Caconde,de 20 a 24 anos,1615,Campinas
3508801,Cafelândia,de 15 a 19 anos,1041,Bauru
3508801,Cafelândia,de 20 a 24 anos,1259,Bauru
3508900,Caiabu,de 15 a 19 anos,241,Presidente Prudente
3508900,Caiabu,de 20 a 24 anos,291,Presidente Prudente
3509007,Caieiras,de 15 a 19 anos,7015,Metropolitana de São Paulo
3509007,Caieiras,de 20 a 24 anos,8535,Metropolitana de São Paulo
3509106,Caiuá,de 15 a 19 anos,385,Presidente Prudente
3509106,Caiuá,de 20 a 24 anos,517,Presidente Prudente
3509205,Cajamar,de 15 a 19 anos,5558,Metropolitana de São Paulo
3509205,Cajamar,de 20 a 24 anos,6560,Metropolitana de São Paulo
3509254,Cajati,de 15 a 19 anos,2322,Litoral Sul Paulista
3509254,Cajati,de 20 a 24 anos,2692,Litoral Sul Paulista
3509304,Cajobi,de 15 a 19 anos,628,São José do Rio Preto
3509304,Cajobi,de 20 a 24 anos,693,São José do Rio Preto
3509403,Cajuru,de 15 a 19 anos,1720,Ribeirão Preto
3509403,Cajuru,de 20 a 24 anos,2058,Ribeirão Preto
3509452,Campina do Monte Alegre,de 15 a 19 anos,436,Itapetininga
3509452,Campina do Monte Alegre,de 20 a 24 anos,490,Itapetininga
3509502,Campinas,de 15 a 19 anos,68504,Campinas
3509502,Campinas,de 20 a 24 anos,84245,Campinas
3509601,Campo Limpo Paulista,de 15 a 19 anos,5582,Macro Metropolitana Paulista
3509601,Campo Limpo Paulista,de 20 a 24 anos,6500,Macro Metropolitana Paulista
3509700,Campos do Jordão,de 15 a 19 anos,3503,Vale do Paraíba Paulista
3509700,Campos do Jordão,de 20 a 24 anos,4083,Vale do Paraíba Paulista
3509809,Campos Novos Paulista,de 15 a 19 anos,362,Assis
3509809,Campos Novos Paulista,de 20 a 24 anos,408,Assis
3509908,Cananéia,de 15 a 19 anos,930,Litoral Sul Paulista
3509908,Cananéia,de 20 a 24 anos,1113,Litoral Sul Paulista
3509957,Canas,de 15 a 19 anos,391,Vale do Paraíba Paulista
3509957,Canas,de 20 a 24 anos,434,Vale do Paraíba Paulista
3510005,Cândido Mota,de 15 a 19 anos,1851,Assis
3510005,Cândido Mota,de 20 a 24 anos,2160,Assis
3510104,Cândido Rodrigues,de 15 a 19 anos,150,Ribeirão Preto
3510104,Cândido Rodrigues,de 20 a 24 anos,153,Ribeirão Preto
3510153,Canitar,de 15 a 19 anos,455,Assis
3510153,Canitar,de 20 a 24 anos,498,Assis
3510203,Capão Bonito,de 15 a 19 anos,3510,Itapetininga
3510203,Capão Bonito,de 20 a 24 anos,3982,Itapetininga
3510302,Capela do Alto,de 15 a 19 anos,1541,Macro Metropolitana Paulista
3510302,Capela do Alto,de 20 a 24 anos,1860,Macro Metropolitana Paulista
3510401,Capivari,de 15 a 19 anos,3687,Piracicaba
3510401,Capivari,de 20 a 24 anos,4196,Piracicaba
3510500,Caraguatatuba,de 15 a 19 anos,8198,Vale do Paraíba Paulista
3510500,Caraguatatuba,de 20 a 24 anos,9701,Vale do Paraíba Paulista
3510609,Carapicuíba,de 15 a 19 anos,27484,Metropolitana de São Paulo
3510609,Carapicuíba,de 20 a 24 anos,30009,Metropolitana de São Paulo
3510708,Cardoso,de 15 a 19 anos,720,São José do Rio Preto
3510708,Cardoso,de 20 a 24 anos,808,São José do Rio Preto
3510807,Casa Branca,de 15 a 19 anos,1794,Campinas
3510807,Casa Branca,de 20 a 24 anos,2420,Campinas
3510906,Cássia dos Coqueiros,de 15 a 19 anos,169,Ribeirão Preto
3510906,Cássia dos Coqueiros,de 20 a 24 anos,189,Ribeirão Preto
3511003,Castilho,de 15 a 19 anos,1354,Araçatuba
3511003,Castilho,de 20 a 24 anos,1701,Araçatuba
3511102,Catanduva,de 15 a 19 anos,6443,São José do Rio Preto
3511102,Catanduva,de 20 a 24 anos,7744,São José do Rio Preto
3511201,Catiguá,de 15 a 19 anos,479,São José do Rio Preto
3511201,Catiguá,de 20 a 24 anos,515,São José do Rio Preto
3511300,Cedral,de 15 a 19 anos,525,São José do Rio Preto
3511300,Cedral,de 20 a 24 anos,645,São José do Rio Preto
3511409,Cerqueira César,de 15 a 19 anos,1368,Bauru
3511409,Cerqueira César,de 20 a 24 anos,1533,Bauru
3511508,Cerquilho,de 15 a 19 anos,2840,Itapetininga
3511508,Cerquilho,de 20 a 24 anos,3594,Itapetininga
3511607,Cesário Lange,de 15 a 19 anos,1098,Itapetininga
3511607,Cesário Lange,de 20 a 24 anos,1317,Itapetininga
3511706,Charqueada,de 15 a 19 anos,1119,Piracicaba
3511706,Charqueada,de 20 a 24 anos,1332,Piracicaba
3511904,Clementina,de 15 a 19 anos,553,Araçatuba
3511904,Clementina,de 20 a 24 anos,566,Araçatuba
3512001,Colina,de 15 a 19 anos,1106,Ribeirão Preto
3512001,Colina,de 20 a 24 anos,1284,Ribeirão Preto
3512100,Colômbia,de 15 a 19 anos,390,Ribeirão Preto
3512100,Colômbia,de 20 a 24 anos,454,Ribeirão Preto
3512209,Conchal,de 15 a 19 anos,1902,Piracicaba
3512209,Conchal,de 20 a 24 anos,2184,Piracicaba
3512308,Conchas,de 15 a 19 anos,1185,Bauru
3512308,Conchas,de 20 a 24 anos,1308,Bauru
3512407,Cordeirópolis,de 15 a 19 anos,1596,Piracicaba
3512407,Cordeirópolis,de 20 a 24 anos,1883,Piracicaba
3512506,Coroados,de 15 a 19 anos,357,Araçatuba
3512506,Coroados,de 20 a 24 anos,447,Araçatuba
3512605,Coronel Macedo,de 15 a 19 anos,341,Itapetininga
3512605,Coronel Macedo,de 20 a 24 anos,425,Itapetininga
3512704,Corumbataí,de 15 a 19 anos,275,Piracicaba
3512704,Corumbataí,de 20 a 24 anos,339,Piracicaba
3512803,Cosmópolis,de 15 a 19 anos,4988,Campinas
3512803,Cosmópolis,de 20 a 24 anos,5707,Campinas
3512902,Cosmorama,de 15 a 19 anos,388,São José do Rio Preto
3512902,Cosmorama,de 20 a 24 anos,471,São José do Rio Preto
3513009,Cotia,de 15 a 19 anos,17612,Metropolitana de São Paulo
3513009,Cotia,de 20 a 24 anos,21058,Metropolitana de São Paulo
3513108,Cravinhos,de 15 a 19 anos,2274,Ribeirão Preto
3513108,Cravinhos,de 20 a 24 anos,2709,Ribeirão Preto
3513207,Cristais Paulista,de 15 a 19 anos,571,Ribeirão Preto
3513207,Cristais Paulista,de 20 a 24 anos,662,Ribeirão Preto
3513306,Cruzália,de 15 a 19 anos,112,Assis
3513306,Cruzália,de 20 a 24 anos,145,Assis
3513405,Cruzeiro,de 15 a 19 anos,5124,Vale do Paraíba Paulista
3513405,Cruzeiro,de 20 a 24 anos,5860,Vale do Paraíba Paulista
3513504,Cubatão,de 15 a 19 anos,9328,Metropolitana de São Paulo
3513504,Cubatão,de 20 a 24 anos,10096,Metropolitana de São Paulo
3513603,Cunha,de 15 a 19 anos,1470,Vale do Paraíba Paulista
3513603,Cunha,de 20 a 24 anos,1775,Vale do Paraíba Paulista
3513702,Descalvado,de 15 a 19 anos,1898,Araraquara
3513702,Descalvado,de 20 a 24 anos,2300,Araraquara
3513801,Diadema,de 15 a 19 anos,27620,Metropolitana de São Paulo
3513801,Diadema,de 20 a 24 anos,32335,Metropolitana de São Paulo
3513850,Dirce Reis,de 15 a 19 anos,92,São José do Rio Preto
3513850,Dirce Reis,de 20 a 24 anos,102,São José do Rio Preto
3513900,Divinolândia,de 15 a 19 anos,571,Campinas
3513900,Divinolândia,de 20 a 24 anos,711,Campinas
3514007,Dobrada,de 15 a 19 anos,649,Araraquara
3514007,Dobrada,de 20 a 24 anos,718,Araraquara
3514106,Dois Córregos,de 15 a 19 anos,1765,Bauru
3514106,Dois Córregos,de 20 a 24 anos,1938,Bauru
3514205,Dolcinópolis,de 15 a 19 anos,124,São José do Rio Preto
3514205,Dolcinópolis,de 20 a 24 anos,137,São José do Rio Preto
3514304,Dourado,de 15 a 19 anos,499,Araraquara
3514304,Dourado,de 20 a 24 anos,553,Araraquara
3514403,Dracena,de 15 a 19 anos,2405,Presidente Prudente
3514403,Dracena,de 20 a 24 anos,3271,Presidente Prudente
3514502,Duartina,de 15 a 19 anos,728,Bauru
3514502,Duartina,de 20 a 24 anos,789,Bauru
3514601,Dumont,de 15 a 19 anos,646,Ribeirão Preto
3514601,Dumont,de 20 a 24 anos,771,Ribeirão Preto
3514700,Echaporã,de 15 a 19 anos,377,Marília
3514700,Echaporã,de 20 a 24 anos,465,Marília
3514809,Eldorado,de 15 a 19 anos,1269,Litoral Sul Paulista
3514809,Eldorado,de 20 a 24 anos,1557,Litoral Sul Paulista
3514908,Elias Fausto,de 15 a 19 anos,1200,Campinas
3514908,Elias Fausto,de 20 a 24 anos,1437,Campinas
3514924,Elisiário,de 15 a 19 anos,188,São José do Rio Preto
3514924,Elisiário,de 20 a 24 anos,249,São José do Rio Preto
